Unnamed: 0,zipcode,household median,percent of household,family median,percent family,non-family median,percent non-family,weighted median,city,city rank,rank
643,16434,48224,33.1,50417,33.0,0,29.4,32599.754,Spartansburg,1.0,1528.0
644,16435,51550,41.4,60250,38.7,31250,46.6,59220.95,Springboro,1.0,776.0
645,16436,39938,31.1,45250,27.4,0,45.6,24819.217999999997,Spring Creek,1.0,1595.0
646,16438,53032,35.5,63910,34.1,24882,36.2,49626.95400000001,Union City,1.0,1131.0
647,16440,60263,39.9,68125,42.5,31000,34.9,63817.06200000001,Venango,1.0,641.0
648,16441,69527,36.7,76858,34.7,39196,40.9,68217.299,Waterford,1.0,524.0
649,16442,64256,42.3,70000,42.7,34464,37.4,69959.82400000001,Wattsburg,1.0,484.0
650,16443,49438,21.3,61250,27.3,0,7.2,27251.543999999998,West Springfield,1.0,1574.0
651,16501,11516,22.5,13807,45.3,11343,21.4,11273.073,Erie,11.0,1660.0
652,16502,30902,36.5,41457,37.5,22944,33.1,34420.068999999996,Erie,9.0,1501.0
653,16503,26540,43.8,32014,46.1,20744,39.9,34659.83,Erie,8.0,1499.0
654,16504,43289,31.4,63576,27.6,28469,35.9,41360.093,Erie,7.0,1372.0
655,16505,61924,32.8,81645,31.6,39341,33.1,59132.763,Erie,1.0,782.0
656,16506,70856,31.0,87534,30.0,32389,31.6,58460.484000000004,Erie,2.0,800.0
657,16507,34145,32.0,42791,37.9,22288,27.2,33206.525,Erie,10.0,1519.0
658,16508,50747,33.8,65536,38.1,34844,27.3,51634.114,Erie,5.0,1054.0
659,16509,60561,31.1,76288,33.8,37355,27.2,54780.375,Erie,4.0,939.0
660,16510,56463,32.8,72551,30.1,26667,34.1,49451.162000000004,Erie,6.0,1141.0
661,16511,51443,37.4,63589,37.6,33886,36.2,55415.878,Erie,3.0,911.0
662,16601,46320,34.5,63614,36.0,22810,31.9,46157.83,Altoona,3.0,1250.0
663,16602,43190,37.2,58246,38.7,26721,33.1,47452.532999999996,Altoona,2.0,1211.0
664,16611,54563,34.1,67639,34.5,40833,26.9,52925.515,Alexandria,1.0,1001.0
665,16613,71786,31.0,91250,28.6,36833,38.3,62458.199,Ashville,1.0,683.0
666,16616,32292,36.2,37188,28.6,9773,55.0,27700.62200000001,Beccaria,1.0,1570.0
667,16617,53241,24.5,80078,24.0,34018,24.7,40665.211,Bellwood,1.0,1392.0
668,16619,51719,29.5,95268,24.1,26875,40.5,49101.068,Blandburg,1.0,1158.0
669,16620,48750,41.9,60000,34.0,23750,54.8,53841.25,Brisbin,1.0,963.0
670,16621,59868,44.3,73403,51.2,34688,23.9,72394.292,Broad Top City,1.0,420.0
671,16622,46250,44.6,67679,51.2,21563,26.7,61036.46900000001,Calvin,1.0,728.0
672,16623,51667,36.1,61250,34.3,26944,42.0,50977.017,Cassville,1.0,1085.0
673,16624,62917,34.7,71875,24.5,41250,59.1,63820.324,Altoona,1.0,640.0
674,16625,46548,35.3,59375,40.9,22750,24.4,46266.819,Claysburg,1.0,1248.0
675,16627,45000,39.7,60938,41.7,20545,33.3,50117.630999999994,Coalport,1.0,1111.0
676,16630,55027,35.4,69703,35.8,26997,34.5,53747.197,Cresson,1.0,971.0
677,16633,59250,62.5,50625,46.4,53333,100.0,113854.25,Defiance,1.0,55.0
678,16634,51500,54.8,64375,47.4,45375,68.6,89863.0,Dudley,1.0,169.0
679,16635,56541,34.6,74625,28.5,35316,44.0,56370.350999999995,Duncansville,1.0,879.0
680,16636,74074,32.4,74444,31.6,26250,32.7,56108.03,Dysart,1.0,894.0
681,16637,54167,50.4,70179,55.2,0,43.6,66038.976,East Freedom,1.0,581.0
682,16638,96250,28.6,98125,9.1,0,100.0,36456.875,Entriken,1.0,1471.0
683,16639,60083,36.3,63146,39.1,34375,25.4,55231.465,Fallentimber,1.0,917.0
684,16640,55982,27.1,60938,18.8,38125,36.0,40352.466,Flinton,1.0,1401.0
685,16641,41127,24.6,62115,25.1,28476,21.5,31830.447,Gallitzin,1.0,1533.0
686,16645,58036,60.2,75000,51.9,24276,74.2,91875.464,Glen Hope,1.0,152.0
687,16646,49000,33.1,52946,32.1,33036,35.0,44777.265999999996,Hastings,1.0,1293.0
688,16647,58813,22.3,70313,23.9,40500,18.8,37534.106,Hesston,1.0,1452.0
689,16648,65029,33.2,84971,35.1,35992,30.1,62248.041,Hollidaysburg,1.0,689.0
690,16650,45395,39.9,58472,37.8,22656,41.6,49639.917,Hopewell,1.0,1130.0
691,16651,52870,39.2,66938,34.3,25433,50.1,56426.707,Houtzdale,1.0,875.0
692,16652,51447,30.9,69186,34.5,37596,24.6,49014.90900000001,Huntingdon,1.0,1162.0
693,16655,52969,31.1,68095,30.1,42500,31.1,50187.45400000001,Imler,1.0,1109.0
694,16656,39770,38.9,50875,37.1,23125,42.2,44103.905,Irvona,1.0,1308.0
695,16657,53221,28.8,55750,25.1,32250,40.5,42382.148,James Creek,1.0,1345.0
696,16659,37778,34.1,50893,32.8,9554,37.0,33110.182,Loysburg,1.0,1523.0
697,16661,46053,30.1,50057,36.8,28990,13.1,36080.619,Madera,1.0,1478.0
698,16662,56285,36.1,68750,36.0,27713,35.6,54934.712999999996,Martinsburg,1.0,932.0
699,16664,60347,33.8,65313,35.8,27917,26.8,51261.096,New Enterprise,1.0,1072.0
700,16665,43333,50.8,136250,60.0,33750,38.0,116588.164,Newry,1.0,49.0
701,16666,42145,31.1,61392,40.5,23971,12.2,40895.317,Osceola Mills,1.0,1386.0
702,16667,39515,30.9,47500,29.9,16311,33.0,31795.265,Osterburg,1.0,1536.0
703,16668,58500,37.3,65972,34.7,32500,43.0,58687.78400000001,Patton,1.0,796.0
704,16669,58000,29.8,68182,29.3,30278,30.2,46405.282,Petersburg,1.0,1245.0
705,16671,53056,39.2,61250,41.6,27250,32.7,55188.70200000001,Ramey,1.0,919.0
706,16672,42917,73.2,0,73.2,28750,50.0,45790.24400000001,Saxton,2.0,1263.0
707,16673,61709,32.5,75486,33.7,27548,29.6,53648.415,Roaring Spring,1.0,977.0
708,16674,50556,29.1,57159,23.7,32813,42.3,42138.378,Robertsdale,1.0,1350.0
709,16677,15909,0.0,0,0.0,15398,0.0,0.0,Sandy Ridge,1.0,1684.0
710,16678,49203,39.9,54729,38.8,23851,40.6,50550.355,Saxton,1.0,1100.0
711,16679,39261,54.0,43750,53.8,19861,50.7,54807.967000000004,Six Mile Run,1.0,937.0
712,16680,49107,30.4,85313,19.3,42917,50.0,52852.43700000001,Smithmill,1.0,1004.0
713,16683,60000,31.5,69792,39.0,44464,17.0,53677.76,Spruce Creek,1.0,974.0
714,16685,115135,10.6,115845,5.5,29375,28.6,26977.035,Todd Township,1.0,1575.0
715,16686,52721,34.6,70163,38.8,29521,26.7,53346.817,Tyrone,1.0,990.0
716,16689,54250,43.4,56364,44.1,34688,41.3,62727.168,Waterfall,1.0,674.0
717,16691,40625,39.6,63750,21.3,28833,56.0,45812.73,Wells Tannery,1.0,1258.0
718,16692,53375,29.5,58214,35.8,0,15.2,36586.237,Westover,1.0,1469.0
719,16693,55238,35.2,75222,33.4,25227,37.1,53927.140999999996,Williamsburg,1.0,962.0
720,16694,34286,55.3,55263,58.7,18750,50.0,60774.539000000004,Wood,1.0,736.0
721,16695,75341,36.6,77121,38.1,20625,27.3,62588.532,Woodbury,1.0,679.0
722,16701,45963,29.8,58889,31.6,24748,26.2,38789.873999999996,Bradford,2.0,1430.0
723,16720,49063,47.9,58125,41.6,30927,56.8,65247.712999999996,Austin,1.0,600.0
724,16724,43750,20.0,44792,20.5,29375,18.2,23278.61,Crosby,1.0,1609.0
725,16725,67656,27.1,62583,35.6,0,0.0,40614.324,Bradford,1.0,1396.0
726,16726,60357,42.9,68438,42.5,48438,44.7,76631.089,Cyclone,1.0,335.0
727,16727,74792,50.0,74635,47.1,0,100.0,72549.085,Derrick City,1.0,412.0
728,16728,72500,21.4,73750,0.0,63750,37.5,39421.25,Kane,1.0,1426.0
729,16729,47798,37.6,49706,37.6,33125,37.6,49116.504,Duke Center,1.0,1156.0
730,16730,36429,39.6,61000,27.8,34375,46.7,47437.00900000001,Smethport,2.0,1213.0
731,16731,53050,29.4,70781,32.2,34313,24.6,46829.18,Eldred,1.0,1234.0
732,16732,53971,22.2,59583,32.8,0,8.5,31524.786,Gifford,1.0,1539.0
733,16733,34750,33.3,87917,41.9,18750,23.1,52740.223,Smethport,1.0,1012.0
734,16734,47500,29.7,54167,14.9,31250,36.4,33553.383,James City,1.0,1518.0
735,16735,46214,29.0,59000,29.7,27500,28.0,38625.06,Kane,2.0,1436.0
736,16738,65202,36.8,73625,36.5,31042,33.5,61266.530999999995,Lewis Run,1.0,723.0
737,16740,44079,40.0,62788,34.0,24688,47.5,50706.32,Mount Jewett,1.0,1094.0
738,16743,57153,34.4,69750,29.0,26250,38.5,49994.38200000001,Port Allegany,1.0,1115.0
739,16744,46538,15.0,45104,16.1,0,0.0,14242.444,Rew,1.0,1649.0
740,16745,46731,25.0,53750,27.6,27027,19.0,31652.88,Rixford,1.0,1538.0
741,16746,52277,36.8,60250,33.3,33472,42.5,53526.78599999999,Roulette,1.0,982.0
742,16748,42857,40.2,53618,35.1,25516,48.5,48423.692,Shinglehouse,1.0,1178.0
743,16749,49353,31.2,60040,28.4,25443,29.0,39827.966,Smethport,3.0,1417.0
744,16750,81563,20.6,102760,19.6,37750,23.5,45814.187999999995,Turtlepoint,1.0,1257.0
745,16801,50828,30.4,106556,25.1,30439,33.4,52363.894,State College,1.0,1025.0
746,16803,60758,25.9,90230,19.6,29601,32.1,42923.323,State College,2.0,1334.0
747,16820,65875,34.1,73750,38.4,38750,16.1,57022.125,Aaronsburg,1.0,851.0
748,16821,54167,49.2,81250,25.6,0,100.0,47450.164000000004,Allport,1.0,1212.0
749,16822,54375,33.1,72667,34.2,23173,30.6,49941.177,Beech Creek,1.0,1117.0
750,16823,65654,26.2,85713,28.9,36352,20.3,49351.861,Bellefonte,1.0,1147.0
751,16825,60619,0.0,60837,0.0,0,0.0,0.0,Bigler,1.0,1684.0
752,16826,58958,21.9,87946,26.4,36000,17.7,42501.545999999995,Howard,2.0,1342.0
753,16827,108142,31.1,116731,30.3,83897,33.1,96771.56199999999,Boalsburg,1.0,121.0
754,16828,65223,29.6,84050,30.5,32045,27.7,53817.723,Centre Hall,1.0,965.0
755,16829,53188,39.4,63929,44.4,27604,25.3,56324.36,Clarence,1.0,881.0
756,16830,47294,39.8,60216,40.4,27806,37.2,53494.108,Clearfield,1.0,984.0
757,16832,83750,29.4,88929,20.6,0,50.0,42941.874,Coburn,1.0,1333.0
758,16833,48285,37.4,53157,33.8,30667,40.6,48476.458,Curwensville,1.0,1175.0
759,16834,93302,24.2,94340,25.5,0,18.2,46635.78400000001,Grassflat,2.0,1237.0
760,16835,62143,42.6,65625,49.4,47813,6.7,62095.139,Unionville,1.0,698.0
761,16836,53750,35.3,61310,35.8,30865,34.2,51478.56,Frenchville,1.0,1062.0
762,16837,33750,43.8,50234,28.1,0,100.0,28898.254,Glen Richey,1.0,1564.0
763,16838,49674,36.3,56979,31.0,34375,47.1,51885.777,Grampian,1.0,1047.0
764,16839,57031,42.3,64191,37.1,12031,46.2,53497.295999999995,Grassflat,1.0,983.0
765,16840,72054,72.9,71875,66.0,0,100.0,99964.866,Hawk Run,1.0,97.0
766,16841,62946,35.7,76518,35.1,31786,36.0,60772.5,Howard,1.0,737.0
767,16843,38500,39.9,67667,58.5,20625,21.7,59422.32,Hyde,1.0,772.0
768,16844,74760,32.9,84408,35.2,33542,26.0,63028.575999999994,Julian,1.0,663.0
769,16845,58333,47.3,63942,48.0,40703,46.0,77007.049,Karthaus,1.0,331.0
770,16847,63409,19.8,0,20.8,63750,17.2,23519.982000000004,Kylertown,1.0,1606.0
771,16848,53750,32.4,72292,46.8,38472,21.2,59403.72,"Lamar, Pennsylvania",1.0,773.0
772,16849,29868,62.0,44000,75.0,28289,45.0,64248.21,Lanse,1.0,629.0
773,16851,91328,10.2,170938,6.3,34803,14.4,25096.182,State College,3.0,1591.0
774,16852,40179,39.6,71875,32.7,16250,47.8,47181.50900000001,Madisonburg,1.0,1218.0
775,16853,0,15.6,59028,17.9,23393,14.0,13841.032,Milesburg,1.0,1651.0
776,16854,58500,30.1,66625,41.1,35625,13.2,49693.875,Millheim,1.0,1128.0
777,16858,60797,36.2,67472,35.1,28772,38.1,56653.318,Morrisdale,1.0,870.0
778,16859,59464,40.2,74063,36.8,0,47.0,51159.712,Moshannon,1.0,1076.0
779,16860,63246,86.0,0,100.0,62946,84.0,107266.2,Munson,1.0,68.0
780,16861,22500,37.5,43125,24.4,17652,51.3,28015.476000000002,New Millport,1.0,1566.0
781,16863,43984,34.6,64313,30.7,16250,42.6,41885.055,Olanta,1.0,1357.0
782,16865,99912,22.2,127641,19.3,33142,32.5,57586.32700000001,Pennsylvania Furnace,1.0,833.0
783,16866,45319,32.5,66995,29.9,25941,33.9,43554.179000000004,Philipsburg,1.0,1319.0
784,16868,0,14.8,58083,29.0,0,6.0,16844.07,Pine Grove Mills,1.0,1638.0
785,16870,107948,32.5,116477,29.5,46440,45.3,90481.135,Port Matilda,1.0,164.0
786,16871,61528,17.6,61667,14.3,0,33.3,19647.308999999997,Pottersdale,1.0,1630.0
787,16872,60500,49.5,64545,54.7,41250,24.3,75277.365,Rebersburg,1.0,361.0
788,16874,60607,31.4,65000,28.4,32813,36.1,49336.09099999999,Snow Shoe,1.0,1148.0
789,16875,55000,29.3,62188,28.6,35250,29.7,44370.018,Spring Mills,1.0,1298.0
790,16876,40417,34.3,63125,38.0,17500,23.1,41893.031,Wallaceton,1.0,1355.0
791,16877,75417,39.8,91103,42.9,0,30.6,69099.15299999999,Warriors Mark,1.0,504.0
792,16878,53583,43.8,55417,36.9,20547,63.4,56945.025,West Decatur,1.0,858.0
793,16879,41696,53.5,48438,45.3,0,63.9,44249.77400000001,Winburne,1.0,1302.0
794,16881,38939,54.5,57645,46.9,18819,72.5,61901.035,Woodland,1.0,707.0
795,16882,70060,42.1,72321,45.2,36500,36.5,75506.852,Woodward,1.0,355.0
796,16901,52464,31.5,61250,28.8,31176,34.9,45046.584,Wellsboro,1.0,1283.0
797,16911,77159,35.8,85000,39.6,32574,27.1,70110.476,Blossburg,1.0,480.0
798,16912,63152,41.7,78344,45.8,20865,30.0,68475.436,Blossburg,2.0,516.0
799,16914,54361,44.0,63417,46.4,40385,35.8,67802.158,Columbia Cross Roads,1.0,534.0
800,16915,55196,36.3,68648,34.8,30300,36.5,54985.152,Coudersport,1.0,929.0
801,16917,54375,44.9,68250,38.3,27260,44.6,62712.085,Covington Township,1.0,677.0
802,16920,52727,35.7,69306,33.1,19722,34.2,48508.749,Elkland,1.0,1173.0
803,16921,40417,50.4,46653,40.3,33277,64.6,60668.269,Gaines Township,1.0,742.0
804,16922,42024,31.7,58107,29.4,20000,33.2,37045.066,Galeton,1.0,1462.0
805,16923,54038,43.5,61964,41.9,21094,48.3,59657.848,Genesee Township,1.0,764.0
806,16925,56031,41.9,63021,40.7,35652,42.5,64278.636,Gillett,1.0,628.0
807,16926,59167,34.4,78125,34.0,34375,35.8,59222.198,Granville Summit,1.0,775.0
808,16927,42404,31.5,45139,34.6,38333,20.5,36833.619,Harrison Valley,1.0,1464.0
809,16928,55208,39.6,59034,41.6,33068,34.0,57663.63200000001,Knoxville,1.0,827.0
810,16929,54786,39.7,57614,38.6,41964,43.5,62243.386,Lawrenceville,1.0,691.0
811,16930,55938,37.2,67679,39.4,28000,30.4,55986.462,Liberty,1.0,896.0
812,16932,51875,36.0,65200,40.2,0,27.8,44885.4,Mainesburg,1.0,1287.0
813,16933,48750,33.7,70174,31.1,24911,33.1,46498.405,Mansfield,1.0,1242.0
814,16935,60833,41.4,75000,35.2,27917,50.0,65543.36200000001,Middlebury Center,1.0,590.0
815,16936,56756,33.7,62500,33.3,31797,34.8,51004.628,Millerton,1.0,1084.0
816,16937,64464,60.9,64821,59.7,0,100.0,77956.713,Mills,1.0,317.0
817,16938,61635,54.8,62200,45.9,0,70.0,62325.78,Morris,1.0,688.0
818,16939,36750,72.1,46667,80.2,35750,34.8,76364.68400000001,Morris Run,1.0,337.0
819,16940,46667,33.0,53333,35.3,0,25.0,34226.659,Nelson Township,1.0,1504.0
820,16941,41563,39.4,49250,39.1,0,40.0,35632.572,Genesee Township,2.0,1485.0
821,16942,42083,41.0,44643,43.4,28250,33.3,46036.342000000004,Osceola Township,1.0,1253.0
822,16943,47500,34.3,51875,28.6,26250,43.4,42521.25,Sabinsville,1.0,1341.0
823,16946,39890,35.6,55524,35.9,31538,32.8,44478.42,Tioga,1.0,1296.0
824,16947,52097,39.0,61326,38.8,23500,37.7,52971.818,Troy,1.0,1000.0
825,16948,42566,38.9,59583,39.4,21875,37.8,48302.626,Ulysses,1.0,1184.0
826,16950,41090,40.3,47500,38.6,17583,27.0,39641.68,Westfield,1.0,1422.0
827,17002,58906,46.6,58073,50.2,0,0.0,56602.842000000004,Allensville,1.0,871.0
828,17003,75942,37.1,89900,38.1,37000,34.4,75154.382,Annville,1.0,365.0
829,17004,52969,46.9,63150,49.2,23617,35.0,64178.210999999996,Belleville,1.0,633.0
830,17005,54167,72.6,53500,75.6,53125,54.8,108883.742,Berrysburg,1.0,64.0
831,17006,50368,39.7,56458,40.6,30000,36.8,53958.044,Blain,1.0,961.0
832,17007,85000,18.6,110146,19.2,43547,16.7,44230.380999999994,Boiling Springs,1.0,1304.0
833,17009,67647,24.9,81071,24.0,29318,26.7,44129.049000000006,Burnham,1.0,1306.0
834,17011,78861,29.2,96449,29.8,48399,27.9,65272.535,Camp Hill,1.0,598.0
835,17013,59977,27.9,76233,25.3,42299,30.0,48710.232,Carlisle,3.0,1167.0
836,17015,81749,30.6,99665,29.5,39184,31.7,66837.697,Carlisle,1.0,560.0
837,17016,69231,60.4,81042,68.8,0,38.6,97572.42,Lebanon,1.0,112.0
838,17017,60385,25.2,70893,23.4,31042,30.5,41273.792,Dalmatia,1.0,1375.0
839,17018,70404,33.1,89543,33.7,45147,32.1,67971.902,Dauphin,1.0,528.0
840,17019,78054,26.3,89891,24.7,33685,27.5,51994.654,Dillsburg,1.0,1042.0
841,17020,77161,34.8,91667,36.4,38646,30.4,71967.2,Duncannon,1.0,436.0
842,17021,40000,44.6,49750,40.1,23875,45.0,48533.5,East Waterford,1.0,1172.0
843,17022,68763,29.9,86645,28.9,41947,32.0,59023.582,Elizabethtown,1.0,788.0
844,17023,65192,46.4,74375,51.1,33077,30.9,78475.506,Elizabethville,1.0,305.0
845,17024,75063,43.5,83750,50.5,39028,26.1,85132.463,Elliottsburg,1.0,216.0
846,17025,71750,29.5,86167,31.6,47981,24.0,59910.462,Enola,1.0,759.0
847,17026,95174,60.3,108657,58.7,51680,66.5,155538.781,Fredericksburg,1.0,11.0
848,17027,67188,1.1,90078,0.0,0,12.5,739.068,Mechanicsburg,4.0,1677.0
849,17028,72608,49.1,85733,54.2,36714,38.5,96252.704,Grantville,1.0,124.0
850,17030,34750,56.4,64338,38.2,9411,77.0,51422.585999999996,Gratz,1.0,1066.0
851,17032,66538,38.4,85921,35.9,33824,43.6,71143.495,Halifax,1.0,459.0
852,17033,61722,33.5,85372,31.7,41524,36.3,62813.005999999994,Hershey,1.0,670.0
853,17034,45822,38.6,52222,48.4,38466,25.6,52810.03599999999,Highspire,1.0,1007.0
854,17035,43929,43.0,43125,36.4,25208,48.7,46863.265999999996,Honey Grove,1.0,1232.0
