city,zipcode,population,young_population,old_population,income_median,no_of_competitors,weighted_scores,rank
Sandy Ridge,16677,204,22,64,0.0,0.0,26132.0,1587.5
New Buffalo,17069,140,17,34,37589.885,0.0,26132.75,1589.0
Smethport,16730,68,0,16,47437.00900000001,0.0,26133.0,1590.0
Westport,17778,165,36,44,14560.0,0.0,26134.0,1591.0
Acosta,15520,310,0,39,41670.59,0.0,26134.75,1592.0
Benezett,15821,122,2,34,42487.318,0.0,26135.75,1593.5
Danville,17884,188,25,38,30526.9,0.0,26135.75,1593.5
Wellersburg,15564,49,3,16,46521.977,0.0,26136.25,1595.0
Lopez,18628,199,14,27,40544.995,0.0,26138.75,1596.0
Burnside,15721,175,5,47,35453.125,0.0,26139.25,1597.0
Sagamore,16250,502,59,20,7121.8269999999975,0.0,26140.5,1598.0
Webster,15087,73,0,26,44795.0,0.0,26141.25,1599.0
Spring Grove,17311,211,6,61,23718.825,0.0,26141.5,1600.0
Force,15841,383,12,49,28009.935,0.0,26143.25,1601.0
Hazleton,18242,372,24,32,31495.326,0.0,26143.5,1602.0
New Geneva,15467,123,0,58,30255.591,0.0,26145.25,1603.0
Gifford,16732,189,6,49,31524.786,0.0,26145.5,1604.0
Myerstown,19544,159,5,38,38055.0,0.0,26146.0,1605.5
Cadogan,16212,267,14,45,29079.834,0.0,26146.0,1605.5
Hillsville,16132,347,40,33,14528.325,0.0,26146.25,1607.0
Allison,15413,347,17,59,2224.728,0.0,26147.25,1608.0
Smithfield,15460,166,16,26,37364.086,0.0,26150.75,1609.0
Swengel,17880,149,10,2,45317.727999999996,0.0,26153.25,1610.0
Connoquenessing,16027,276,7,49,26322.345,0.0,26154.0,1611.0
Point Pleasant,18950,204,0,74,0.0,0.0,26154.25,1612.0
Swiftwater,18349,228,40,22,21435.882,0.0,26154.75,1613.0
Stump Creek,15863,184,7,51,24944.414,0.0,26155.25,1614.0
Rogersville,15359,203,18,23,36376.984,0.0,26158.0,1615.0
Shelocta,15756,171,10,42,28239.302000000003,0.0,26158.75,1616.5
Trexlertown,18087,779,11,51,17568.368000000002,0.0,26158.75,1616.5
Ralston,17763,217,4,47,29112.5,0.0,26160.5,1618.0
Pottsville,17951,389,33,25,21720.915,0.0,26160.75,1619.0
South Sterling,18460,89,0,64,0.0,0.0,26166.75,1620.0
Rock Glen,18246,334,35,20,19786.061999999998,0.0,26168.0,1621.5
South Gibson,18842,209,7,47,21451.96,0.0,26168.0,1621.5
Seminole,16253,102,6,24,38555.115,0.0,26172.25,1623.0
New Bethlehem,16223,130,6,46,20157.604,0.0,26174.25,1625.0
Cross Fork,17729,72,8,29,34089.375,0.0,26174.25,1625.0
Union Dale,18454,65,6,44,24258.151,0.0,26174.25,1625.0
Watsontown,17749,279,5,22,38347.106,0.0,26177.0,1627.0
Nelson Township,16940,213,8,26,34226.659,0.0,26180.75,1628.0
Alverda,15710,124,2,30,34701.792,0.0,26183.5,1629.0
Heilwood,15745,196,4,42,22018.947999999997,0.0,26183.75,1630.0
Beccaria,16616,164,0,40,27700.62200000001,0.0,26184.25,1631.0
Montrose,18816,101,0,42,24998.875,0.0,26185.0,1632.0
Philadelphia,19113,82,7,30,30176.597999999998,0.0,26186.0,1633.0
Glen Richey,16837,203,26,11,28898.254,0.0,26188.25,1634.0
Bradford,16725,179,0,6,40614.324,0.0,26188.5,1635.0
Millsboro,15348,186,30,13,21459.452,0.0,26189.0,1636.0
Beaverdale,15921,76,0,47,13818.64,0.0,26192.0,1637.0
Lock Haven,17748,148,3,46,6836.646,0.0,26193.25,1638.5
Kane,16728,33,4,6,39421.25,0.0,26193.25,1638.5
Bigler,16825,246,0,50,0.0,0.0,26194.5,1640.0
White,15490,407,11,32,15840.81,0.0,26194.75,1641.0
Loysburg,16659,230,0,29,33110.182,0.0,26195.25,1642.0
Fort Littleton,17223,288,10,32,18170.353,0.0,26195.5,1643.0
Marsteller,15760,137,18,29,5334.2159999999985,0.0,26196.75,1644.0
Genesee Township,16941,88,0,18,35632.572,0.0,26198.5,1645.0
White Deer,17887,656,32,0,29194.958,0.0,26199.25,1646.0
Gibbon Glade,15440,125,0,42,11288.58,0.0,26201.75,1647.0
Indian Head,15446,162,0,31,27513.75,0.0,26203.75,1648.0
Kylertown,16847,317,3,32,23519.982000000004,0.0,26204.0,1649.0
Entriken,16638,40,2,5,36456.875,0.0,26206.25,1650.0
Rew,16744,245,12,27,14242.444,0.0,26206.5,1651.0
Middleburg,17862,384,8,29,15457.0,0.0,26207.75,1652.0
West Middletown,15379,108,1,25,29768.604,0.0,26208.25,1653.0
Quecreek,15561,185,14,19,22537.528,0.0,26209.75,1654.0
Lehighton,18212,86,0,39,4531.976,0.0,26212.5,1655.0
Crosby,16724,122,4,26,23278.61,0.0,26215.0,1656.5
Joffre,15053,107,8,27,14242.405,0.0,26215.0,1656.5
Home,16211,79,0,26,24957.5,0.0,26216.75,1658.0
McClellandtown,15454,97,14,14,23444.863999999998,0.0,26217.0,1659.0
Byrnedale,15827,317,0,16,29912.19,0.0,26218.75,1660.5
Glen Campbell,15741,58,0,26,24323.368,0.0,26218.75,1660.5
Birdsboro,19523,95,22,14,2057.5,0.0,26219.0,1662.0
Starford,15777,74,0,32,14979.888,0.0,26220.25,1663.0
Mechanicsburg,17027,1908,22,13,739.068,0.0,26221.75,1664.0
Hannastown,15635,110,0,34,6378.75,0.0,26222.0,1665.0
Quecreek,15555,54,2,9,30838.37200000001,0.0,26222.5,1666.0
Milesburg,16853,210,14,15,13841.032,0.0,26227.25,1667.0
Gray,15544,102,0,33,0.0,0.0,26227.75,1668.0
West Lebanon,15783,78,6,17,21416.738999999998,0.0,26229.0,1669.0
Amberson,17210,119,13,19,0.0,0.0,26230.0,1670.0
Ashland,17943,111,0,18,20953.317,0.0,26233.0,1671.0
Melcroft,15462,321,11,12,15875.208999999999,0.0,26233.75,1672.5
Uledi,15484,557,0,30,0.0,0.0,26233.75,1672.5
Punxsutawney,15781,86,0,16,18536.103,0.0,26238.0,1674.0
Pottersdale,16871,64,0,15,19647.308999999997,0.0,26239.25,1675.0
Elmora,15737,78,5,21,0.0,0.0,26239.5,1677.0
Sprankle Mills,15776,56,4,19,8133.75,0.0,26239.5,1677.0
Mentcle,15761,132,4,10,20127.5,0.0,26239.5,1677.0
Hamilton,15744,145,11,7,12534.39,0.0,26241.0,1679.0
Mifflintown,17056,120,0,0,24369.375,0.0,26242.5,1680.0
Lairdsville,17742,46,15,7,0.0,0.0,26246.0,1681.0
Cammal,17723,54,1,8,16086.018,0.0,26247.5,1682.0
Milton,17865,35,1,5,17500.0,0.0,26248.75,1683.0
Windber,15930,201,0,16,0.0,0.0,26250.75,1684.0
Cardale,15420,250,0,14,4016.304,0.0,26251.0,1685.0
Salona,17767,31,0,0,14463.75,0.0,26254.75,1686.0
Hostetter,15638,79,0,12,0.0,0.0,26255.25,1687.0
Boyertown,19545,1015,0,0,4774.367,0.0,26260.75,1688.0
Lickingville,16332,29,0,5,0.0,0.0,26261.25,1689.0
